gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000045176	115.7492	0.05132881	0.11455194	0.3899407	0.8080704
ENSMUSG00000045179	2.641466	0.0242979	0.17491496	0.2246165	0.6879305
ENSMUSG00000045180	884.3836	-0.02888333	0.09575936	0.6552132	0.9147417
ENSMUSG00000045193	395.5963	0.07628629	0.11617984	0.2088206	0.676687
ENSMUSG00000045201	39.35421	0.02887681	0.13010474	0.5083795	0.860229
ENSMUSG00000045205	474.6796	0.01445467	0.10700475	0.8162598	0.9571266
ENSMUSG00000045210	812.406	-0.1449136	0.10025165	0.03184409	0.3908959
ENSMUSG00000045211	82.17413	-0.114189	0.13665769	0.04686878	0.4459444
ENSMUSG00000045215	121.3246	-0.07086994	0.13534699	0.1411551	0.6045514
ENSMUSG00000045216	190.5623	-0.001417207	0.1068446	0.9818201	0.9955703
ENSMUSG00000045231	5.559235	0.007741398	0.14084102	0.7636668	0.9430222
ENSMUSG00000045237	37.68175	-0.02663646	0.12962781	0.5441753	0.8740562
ENSMUSG00000045238	3.548909	-0.0299779	0.34778684	0.1064033	0.5740472
ENSMUSG00000045246	8.609009	-0.01154767	0.14940101	0.5666845	0.8822843
ENSMUSG00000045248	56.34806	0.04395372	0.12258715	0.4100543	0.8173267
ENSMUSG00000045251	57.37873	-0.007394609	0.12999706	0.8587778	0.9686754
ENSMUSG00000045252	150.0385	0.03220675	0.1093342	0.6008561	0.895847
ENSMUSG00000045257	39.75888	0.07039385	0.1306431	0.1683105	0.6345474
ENSMUSG00000045259	32.15449	0.0780564	0.14491464	0.08462668	0.5357974
ENSMUSG00000045268	23.28965	-0.02872842	0.13911756	0.3864155	0.8054483
ENSMUSG00000045273	4.614724	0.02194459	0.16780732	0.2684868	0.7301443
ENSMUSG00000045275	23.18177	-0.009444977	0.13133951	0.8120705	0.955504
ENSMUSG00000045281	0.5030343	-0.01122429	0.20944456	0.4315334	NA
ENSMUSG00000045282	18.45576	0.04153041	0.14642727	0.1988024	0.6668425
ENSMUSG00000045284	393.0124	0.1444895	0.11155904	0.03182304	0.3908896
ENSMUSG00000045287	231.7612	-0.1076016	0.12641024	0.07240766	0.5090729
ENSMUSG00000045288	1.24691	0.0227866	0.20661236	0.2066283	NA
ENSMUSG00000045294	477.4768	0.002071455	0.11238143	0.9721989	0.9920264
ENSMUSG00000045302	309.0768	-0.06519626	0.12718818	0.214732	0.6802843
ENSMUSG00000045312	100.3734	-0.01295751	0.12770716	0.7734345	0.9448616
ENSMUSG00000045314	32.76184	-0.08062794	0.15520199	0.05851011	0.4791286
ENSMUSG00000045316	72.03104	0.06023449	0.12704197	0.2451758	0.7067226
ENSMUSG00000045318	386.3486	0.08258231	0.12728347	0.1363936	0.6006336
ENSMUSG00000045319	11.09573	0.05306334	0.1675867	0.08554315	0.5376877
ENSMUSG00000045322	5.22312	-0.0230651	0.15227991	0.3185697	0.766163
ENSMUSG00000045326	0.4904486	-0.009670655	0.20182889	0.4905767	NA
ENSMUSG00000045327	9.083552	-0.005291482	0.14086563	0.8347083	0.9622774
ENSMUSG00000045328	27.12507	0.009552091	0.13904218	0.7361757	0.9361508
ENSMUSG00000045333	99.78011	0.03771669	0.13918635	0.293352	0.7507425
ENSMUSG00000045337	0.03810199	-0.00618062	0.23617186	0.6114054	NA
ENSMUSG00000045339	0.4330097	-0.005577986	0.23398297	0.6450401	NA
ENSMUSG00000045345	2.11819	-0.002645739	0.15521219	0.8700525	0.9711327
ENSMUSG00000045348	315.0783	0.08329095	0.10987503	0.1907584	0.6611336
ENSMUSG00000045349	939.7143	0.01248791	0.11422604	0.8305238	0.9617923
ENSMUSG00000045350	2.370901	-0.06240528	0.34298987	0.03597948	0.4052785
ENSMUSG00000045362	0.08759707	0.0004199858	0.22525607	0.9716191	NA
ENSMUSG00000045364	0.228612	-0.01041267	0.25320782	0.4165236	NA
ENSMUSG00000045374	224.3715	0.1212376	0.10229495	0.06907433	0.5035054
ENSMUSG00000045377	7.804798	-0.08009357	0.26763566	0.02219233	0.3458736
ENSMUSG00000045382	4.984331	0.02191259	0.16492966	0.2770886	0.7375023
ENSMUSG00000045391	0.3749132	0.002975108	0.22616445	0.8034595	NA
ENSMUSG00000045392	0.2063764	0	0.22572474	1	NA
ENSMUSG00000045394	0.3882953	0.001543745	0.20590769	0.9016619	NA
ENSMUSG00000045404	89.60268	0.01720623	0.11140345	0.7749	0.9452824
ENSMUSG00000045409	250.6498	0.1210329	0.10668028	0.06834516	0.5014349
ENSMUSG00000045410	131.2722	0.04303728	0.12590599	0.3914609	0.8091439
ENSMUSG00000045411	482.2951	0.1251036	0.09481138	0.05974807	0.4809909
ENSMUSG00000045414	202.043	-0.06817434	0.11629402	0.2555083	0.7162178
ENSMUSG00000045421	0.09456047	0	0.22572474	1	NA
ENSMUSG00000045427	825.2492	0.06456511	0.11111398	0.298867	0.7556014
ENSMUSG00000045435	102.1879	-0.03401188	0.11357643	0.566874	0.8822843
ENSMUSG00000045438	120.7408	-5.076221e-05	0.11976875	0.9992462	1
ENSMUSG00000045440	0.1688973	-0.002376619	0.2273596	0.8408997	NA
ENSMUSG00000045441	595.3832	-0.03605083	0.12940009	0.4292343	0.8250223
ENSMUSG00000045455	3.664738	0.01974631	0.24082533	0.2295117	0.6922987
ENSMUSG00000045464	21.80587	-0.04781785	0.13158808	0.2943653	0.7517667
ENSMUSG00000045466	168.9539	0.0624085	0.11304634	0.3076306	0.7592488
ENSMUSG00000045467	3.437274	0.01783159	0.15902545	0.3627975	0.7891939
ENSMUSG00000045471	0.8192386	-0.0007091678	0.20837677	0.9543416	NA
ENSMUSG00000045482	2287.379	-0.05939835	0.12083609	0.2918408	0.7493495
ENSMUSG00000045493	0.2780309	0.003501817	0.22735873	0.7700469	NA
ENSMUSG00000045498	37.70381	-0.03185038	0.12381689	0.532461	0.868884
ENSMUSG00000045502	0.2114388	-0.0006557574	0.22561091	0.9556677	NA
ENSMUSG00000045503	232.749	0.1161968	0.12541641	0.05885115	0.4796072
ENSMUSG00000045506	1.068813	0.0008749792	0.16182564	0.9528694	NA
ENSMUSG00000045509	20.66288	0.01462952	0.1355308	0.6682577	0.9178646
ENSMUSG00000045514	0.1783387	0	0.22572474	1	NA
ENSMUSG00000045515	666.3201	-0.0191671	0.08976663	0.7660309	0.9433534
ENSMUSG00000045519	87.49643	0.01548799	0.11962441	0.7747465	0.9452824
ENSMUSG00000045532	28.94686	0.05955433	0.1361513	0.1827035	0.6515251
ENSMUSG00000045534	257.8462	0.006667327	0.12241455	0.8962117	0.9781464
ENSMUSG00000045538	85.71187	0.04989997	0.1208473	0.3674877	0.792117
ENSMUSG00000045551	0.7958844	-0.01558715	0.2811205	0.2617915	NA
ENSMUSG00000045555	3.935868	-0.01189501	0.14332514	0.6214114	0.9042114
ENSMUSG00000045569	0.1709299	0	0.22572474	1	NA
ENSMUSG00000045573	4510.364	0.01718182	0.11056679	0.7768366	0.9456372
ENSMUSG00000045576	301.5028	-0.01915222	0.12229375	0.7109229	0.9294234
ENSMUSG00000045589	1937.654	0.01293333	0.0892432	0.8406727	0.9644772
ENSMUSG00000045594	114.6435	0.06708129	0.11752363	0.2570694	0.7188052
ENSMUSG00000045598	125.8309	0.106437	0.11831506	0.08965252	0.5429353
ENSMUSG00000045608	56.03623	-0.0187413	0.12234434	0.7164727	0.9312482
ENSMUSG00000045609	0.4711364	-0.004427001	0.22046617	0.7204148	NA
ENSMUSG00000045613	95.13269	-0.03281861	0.12871602	0.4743072	0.8470936
ENSMUSG00000045620	0.3048422	-0.006914662	0.23857357	0.5727894	NA
ENSMUSG00000045624	134.5008	-0.03878985	0.11671138	0.5005426	0.8562582
ENSMUSG00000045625	49.96907	0.003894685	0.13003808	0.9250026	0.9825584
ENSMUSG00000045629	38.35219	0.01913581	0.12873687	0.6647623	0.9171883
ENSMUSG00000045636	417.9463	0.02683082	0.1151045	0.6443958	0.9120589
ENSMUSG00000045639	269.9014	-0.02666952	0.10270763	0.6755411	0.9194893
ENSMUSG00000045648	122.8819	0.06726636	0.13261466	0.1705613	0.6365487
ENSMUSG00000045655	3.609508	-0.02327532	0.1801698	0.2272855	0.6900236
ENSMUSG00000045657	61.28918	-0.003238631	0.12092317	0.9509203	0.9885106
ENSMUSG00000045658	282.8276	-0.02826265	0.11691051	0.619344	0.9034616
ENSMUSG00000045659	151.1592	0.03878981	0.13754249	0.303503	0.7574247
ENSMUSG00000045662	9.491431	-0.0257988	0.14788198	0.3179071	0.7660593
ENSMUSG00000045664	72.27953	0.06488025	0.12661252	0.220167	0.685152
ENSMUSG00000045665	105.6198	0.01106245	0.11160451	0.8536279	0.9672829
ENSMUSG00000045667	11.98197	-0.02670926	0.14392773	0.3474273	0.7785828
ENSMUSG00000045671	263.915	-0.03046435	0.12457487	0.5432744	0.8737457
ENSMUSG00000045672	45.44151	0.004834116	0.12909396	0.9099679	0.9800329
ENSMUSG00000045679	3.619661	-0.06206822	0.3639329	0.03679653	0.4084507
ENSMUSG00000045689	34.33521	-0.07904112	0.13628152	0.1114659	0.5809684
ENSMUSG00000045690	46.86332	0.06598775	0.12863527	0.2012985	0.6696612
ENSMUSG00000045691	223.0906	0.01081696	0.11219676	0.8560139	0.9675186
ENSMUSG00000045694	0.157602	-0.006698331	0.23778236	0.584032	NA
ENSMUSG00000045709	1.048247	-0.001674352	0.18088616	0.9000319	NA
ENSMUSG00000045725	3.371441	-0.02127252	0.15671712	0.317984	0.7661141
ENSMUSG00000045730	13.18955	-0.03563808	0.14078526	0.2928073	0.750708
ENSMUSG00000045731	9.431708	0.0671035	0.23002244	0.03458512	0.4024789
ENSMUSG00000045733	629.8055	-0.08704963	0.11899741	0.149514	0.6148474
ENSMUSG00000045744	1.626613	0.01121763	0.1706844	0.4802854	0.8485938
ENSMUSG00000045746	13.21295	0.04528197	0.14558951	0.1841722	0.6532804
ENSMUSG00000045751	18.51671	0.00234026	0.13555131	0.9432261	0.9866882
ENSMUSG00000045752	115.5932	0.005250017	0.12003605	0.9218374	0.9820746
ENSMUSG00000045757	25.30203	-0.01567069	0.13008011	0.7092873	0.9287248
ENSMUSG00000045761	59.99018	-0.02299906	0.12738429	0.618846	0.9033682
ENSMUSG00000045763	657.5206	-0.03734858	0.11404358	0.5284908	0.8680069
ENSMUSG00000045767	928.1611	0.04035046	0.08842959	0.5306754	0.8684718
ENSMUSG00000045775	0.3310135	-0.007824558	0.24191994	0.5276985	NA
ENSMUSG00000045776	29.43994	-1.885586	3.19667646	0.0001158409	0.02465558
ENSMUSG00000045777	29.8006	0.03409203	0.13050961	0.4388633	0.828005
ENSMUSG00000045790	270.2659	-0.06089839	0.10102485	0.3469399	0.7785828
ENSMUSG00000045795	78.66753	-0.04969234	0.12532832	0.3360003	0.7731264
ENSMUSG00000045799	40.60385	0.01989456	0.13505463	0.5778071	0.8866663
ENSMUSG00000045802	0.8717048	-0.002116184	0.18568667	0.8722517	NA
ENSMUSG00000045813	7.180125	0.01100929	0.14415614	0.6343467	0.9079758
ENSMUSG00000045815	2.165825	-0.01510856	0.20857314	0.3286365	0.7714887
ENSMUSG00000045817	121.581	-0.03111011	0.12118898	0.5607941	0.8803319
ENSMUSG00000045822	51.81192	-0.02498333	0.12020193	0.6436313	0.9117634
ENSMUSG00000045826	0.7691645	0.007469985	0.18896093	0.5903726	NA
ENSMUSG00000045827	35.43106	0.02036026	0.13072737	0.6251773	0.9046707
ENSMUSG00000045838	57.9909	0.1341718	0.15848839	0.01852792	0.32333
ENSMUSG00000045854	75.29812	0.06648683	0.13127986	0.1822416	0.650782
ENSMUSG00000045867	29.71235	0.04698918	0.13541388	0.2622652	0.7233203
ENSMUSG00000045868	59.42961	0.01153923	0.14621776	0.596956	0.8940018
ENSMUSG00000045871	47.68449	0.02583748	0.12384561	0.6088033	0.8991379
ENSMUSG00000045875	152.0253	-0.01217849	0.11938291	0.8223669	0.9590251
ENSMUSG00000045876	43.88186	-0.00704852	0.12829393	0.8725323	0.9711327
ENSMUSG00000045877	2.24085	0.01108392	0.15354112	0.5500908	0.877165
ENSMUSG00000045886	3.833516	0.03737722	0.19037222	0.1130453	0.5820013
ENSMUSG00000045896	541.3897	-0.05627177	0.10241592	0.3822535	0.8024508
ENSMUSG00000045903	104.7295	-0.05818219	0.12534122	0.2708879	0.732081
ENSMUSG00000045912	73.40332	0.04287875	0.13183913	0.333253	0.7722377
ENSMUSG00000045915	9.404639	-0.01819404	0.14342999	0.4821645	0.8494452
ENSMUSG00000045917	101.0472	-0.04480384	0.11429559	0.4512628	0.8359034
ENSMUSG00000045928	0.1215616	-0.008552029	0.24483947	0.493919	NA
ENSMUSG00000045929	11.25048	0.01204517	0.13673403	0.7065289	0.9278731
ENSMUSG00000045930	29.68053	0.03638993	0.13499758	0.3577691	0.7863138
ENSMUSG00000045932	58.03152	-0.04206144	0.12862	0.3749562	0.7960389
ENSMUSG00000045934	29.61371	0.02403705	0.14285154	0.395545	0.8105785
ENSMUSG00000045942	0.04345354	0	0.22572474	1	NA
ENSMUSG00000045946	7.077724	-0.03531518	0.14687781	0.2363957	0.6994497
ENSMUSG00000045948	108.4365	0.06432617	0.12180612	0.2527068	0.7142358
ENSMUSG00000045952	0.04310714	-0.002376878	0.22735996	0.8408827	NA
ENSMUSG00000045954	63.49505	-0.005663438	0.12049223	0.9150136	0.9812151
ENSMUSG00000045962	2526.284	-0.04832143	0.12161825	0.3762304	0.7974125
ENSMUSG00000045967	2044.11	-0.1311001	0.11629568	0.04567863	0.4400576
ENSMUSG00000045968	27.21683	-0.01809987	0.13545525	0.6035764	0.8974821
ENSMUSG00000045969	127.9602	0.08726794	0.11380495	0.1633091	0.6283609
ENSMUSG00000045973	669.2467	0.05989323	0.10563372	0.3477827	0.7785828
ENSMUSG00000045975	87.11312	-0.01175047	0.11059814	0.8460609	0.9663173
ENSMUSG00000045980	57.25368	0.02534123	0.13579083	0.481072	0.8491977
ENSMUSG00000045983	1570.092	0.01191918	0.07852635	0.8471711	0.9664865
ENSMUSG00000045989	0.05517465	0	0.22572474	1	NA
ENSMUSG00000045991	186.5864	-0.1408994	0.2350224	0.007228954	0.2372966
ENSMUSG00000045994	704.1644	-0.09189333	0.1168359	0.1371625	0.6015751
ENSMUSG00000045996	51.35504	0.009130322	0.12438666	0.8520571	0.9672224
ENSMUSG00000046006	0.02967808	-0.002376878	0.22735996	0.8408827	NA
ENSMUSG00000046008	3.822907	-0.03177473	0.16818406	0.173047	0.6391642
ENSMUSG00000046010	57.38784	0.05657406	0.13207886	0.2295178	0.6922987
ENSMUSG00000046016	0.2215395	-0.007824558	0.24191994	0.5276985	NA
ENSMUSG00000046020	295.402	-0.02374906	0.11772345	0.6718513	0.9191827
ENSMUSG00000046027	121.6941	-0.0481416	0.14241946	0.192261	0.6620398
ENSMUSG00000046031	1.162423	0.003566972	0.16416163	0.8087748	NA
ENSMUSG00000046032	208.5739	0.02457779	0.11818577	0.6591653	0.9148453
ENSMUSG00000046034	69.54757	0.06118518	0.1295049	0.2218355	0.6857488
ENSMUSG00000046049	0.7833206	-0.01260068	0.21008338	0.3900155	NA
ENSMUSG00000046056	76.30509	-0.0110818	0.11700836	0.8438516	0.9654523
ENSMUSG00000046058	129.518	0.1101593	0.11086818	0.09062827	0.5436583
ENSMUSG00000046062	589.9223	0.04688176	0.08847182	0.4667049	0.8438491
ENSMUSG00000046070	0.5305978	-0.009835614	0.24999295	0.4398835	NA
ENSMUSG00000046079	303.9424	-0.02716501	0.11893394	0.6227962	0.9043188
ENSMUSG00000046080	1.050592	-0.01597827	0.21876106	0.3037435	NA
ENSMUSG00000046082	1.252042	-0.01604754	0.18655469	0.3295899	NA
ENSMUSG00000046085	0.4925926	-0.01243928	0.2635274	0.3461252	NA
ENSMUSG00000046093	6635.473	0.04209966	0.08441765	0.5080402	0.8600588
ENSMUSG00000046096	428.6418	-0.04921019	0.09676051	0.4482756	0.8338758
ENSMUSG00000046101	20.65925	-0.09017659	0.16480539	0.03835405	0.4116752
ENSMUSG00000046109	13.25396	-0.01631168	0.13426262	0.6524258	0.9142716
ENSMUSG00000046110	4.37792	0.006704658	0.14735603	0.7360048	0.9361508
ENSMUSG00000046111	447.6453	-0.07176055	0.11179284	0.2493709	0.7097881
ENSMUSG00000046138	763.3605	-0.1729164	0.09518208	0.01058571	0.2661721
ENSMUSG00000046139	103.8731	-0.08744653	0.12695859	0.1212997	0.5898915
ENSMUSG00000046152	93.54413	-0.007860236	0.12474471	0.8712481	0.9711327
ENSMUSG00000046157	160.9171	-0.02658595	0.11916957	0.6287996	0.9063987
ENSMUSG00000046159	105.2018	0.00368519	0.12656239	0.936352	0.9848282
ENSMUSG00000046160	440.9658	0.08616045	0.11061766	0.1755606	0.6425441
ENSMUSG00000046167	7.87736	-0.02175583	0.14369319	0.4181379	0.8203698
ENSMUSG00000046168	1.883489	0.00429805	0.15735485	0.7871124	0.9472115
ENSMUSG00000046169	135.2318	-0.05999175	0.11586982	0.3136869	0.7635175
ENSMUSG00000046173	0.2170448	0.003708695	0.22822112	0.7568319	NA
ENSMUSG00000046178	228.7036	-0.08254296	0.11792934	0.1720201	0.6379217
ENSMUSG00000046179	2.349914	0.02296161	0.21739679	0.1987124	0.6668425
ENSMUSG00000046182	397.8256	-0.0481583	0.11727011	0.4048114	0.8143507
ENSMUSG00000046185	169.8608	0.01375498	0.11576054	0.8102239	0.9552097
ENSMUSG00000046186	10.53672	0.0249315	0.13964719	0.4284148	0.8249291
ENSMUSG00000046191	127.6454	-0.1295501	0.13379788	0.03415197	0.4024789
ENSMUSG00000046192	41.08975	0.01423666	0.12666848	0.7590611	0.9415457
ENSMUSG00000046196	0.6618755	-0.0007069426	0.16686093	0.9603229	NA
ENSMUSG00000046201	573.585	-0.007698649	0.08674256	0.9041972	0.9783653
ENSMUSG00000046204	717.7643	0.1948923	0.1100136	0.005536122	0.2087173
ENSMUSG00000046207	8.583703	-0.01725265	0.13719502	0.5936958	0.8931238
ENSMUSG00000046213	0.2185301	0	0.22572474	1	NA
ENSMUSG00000046215	129.0117	0.05747788	0.11285851	0.3457817	0.7779885
ENSMUSG00000046219	8.57017	0.001544694	0.14000704	0.9529444	0.9892644
ENSMUSG00000046223	5.348849	-0.02513941	0.16228913	0.2466939	0.7084443
ENSMUSG00000046229	107.022	0.02702596	0.11905732	0.6238771	0.9043188
ENSMUSG00000046230	925.6909	-0.1958084	0.10279296	0.004872164	0.2012172
ENSMUSG00000046240	316.8309	0.02239244	0.12361525	0.657351	0.9147417
ENSMUSG00000046242	0.7702122	-0.001497221	0.19519986	0.9069121	NA
ENSMUSG00000046245	2.008012	-0.02467844	0.17484766	0.2206597	0.685415
ENSMUSG00000046269	125.3524	0.2100886	0.16901595	0.00316111	0.1639565
ENSMUSG00000046275	0.5798475	-0.009259437	0.20077516	0.5067949	NA
ENSMUSG00000046280	24.66254	0.02817914	0.13365828	0.4722742	0.8464254
ENSMUSG00000046287	136.6293	0.1322406	0.17660308	0.01428631	0.2931002
ENSMUSG00000046295	0.6755768	0.008588781	0.20167945	0.53237	NA
ENSMUSG00000046311	588.7418	0.0295371	0.10751455	0.6352053	0.9080695
ENSMUSG00000046312	181.5364	0.1259122	0.12676843	0.04383994	0.4329194
ENSMUSG00000046314	304.2115	0.04323058	0.1118354	0.4766961	0.8477506
ENSMUSG00000046317	0.1215616	-0.008552029	0.24483947	0.493919	NA
ENSMUSG00000046318	9.684761	-0.008397488	0.14298385	0.7214603	0.9324647
ENSMUSG00000046321	53.79327	-0.04753797	0.1446218	0.1794764	0.6479057
ENSMUSG00000046324	510.9264	-0.04144214	0.10883305	0.5042941	0.8576378
ENSMUSG00000046329	782.128	-0.1387611	0.14497598	0.02160858	0.3421696
ENSMUSG00000046330	817.8863	0.123368	0.10250741	0.06464863	0.4934801
ENSMUSG00000046334	0.3154912	-0.007776706	0.24173554	0.5299909	NA
ENSMUSG00000046337	0.7873539	-0.003594857	0.17656946	0.7934179	NA
ENSMUSG00000046338	2.727211	-0.0295919	0.19869427	0.1506557	0.615044
ENSMUSG00000046341	7.616505	0.007025315	0.14020773	0.7903025	0.9478357
ENSMUSG00000046345	0.9160622	-0.00496421	0.18645471	0.7125951	NA
ENSMUSG00000046351	261.5772	-0.1108793	0.11752771	0.08036899	0.5264111
ENSMUSG00000046352	19.34829	0.0696157	0.16655422	0.05718292	0.4765891
ENSMUSG00000046364	1349.786	0.09819439	0.09964272	0.1364976	0.6006336
ENSMUSG00000046372	1.191081	0.01566281	0.20998942	0.3157136	NA
ENSMUSG00000046378	80.4952	-0.01951005	0.12282972	0.7028254	0.927191
ENSMUSG00000046380	142.4612	0.02664517	0.1141319	0.6502758	0.9136641
ENSMUSG00000046387	218.9918	-0.198348	0.12179288	0.005124942	0.2028977
ENSMUSG00000046388	4.087771	-0.01475143	0.25000387	0.3100244	0.7609327
ENSMUSG00000046402	102.4483	0.03462032	0.13039712	0.4340797	0.8269739
ENSMUSG00000046404	308.3305	-0.06118869	0.10086813	0.3448597	0.777568
ENSMUSG00000046408	3.915835	-0.0533393	0.3569074	0.04836932	0.4524911
ENSMUSG00000046410	33.10662	0.02052904	0.12568045	0.6691542	0.9180762
ENSMUSG00000046411	0.05703331	0	0.22572474	1	NA
ENSMUSG00000046413	0.0846791	0.000320782	0.22526562	0.9783174	NA
ENSMUSG00000046415	3.580464	0.001940085	0.15071141	0.9118957	0.9804683
ENSMUSG00000046417	35.00474	-0.08290114	0.14326409	0.08013337	0.5260414
ENSMUSG00000046432	512.7613	0.0906338	0.11747964	0.1401426	0.6035701
ENSMUSG00000046434	1263.353	0.04386161	0.10441127	0.490599	0.8520599
ENSMUSG00000046440	4.348725	0.01092261	0.14612434	0.6147822	0.9011347
ENSMUSG00000046441	77.32922	0.05330439	0.12192478	0.3315221	0.7722377
ENSMUSG00000046442	538.3214	-0.1508992	0.13646379	0.01864873	0.3245458
ENSMUSG00000046447	2925.415	-0.02667252	0.11973949	0.6245994	0.90452
ENSMUSG00000046449	666.6559	0.03655726	0.10762033	0.5579444	0.8796686
ENSMUSG00000046456	2.549584	-0.05255006	0.34701338	0.04954301	0.454993
ENSMUSG00000046463	8.536838	-0.02118611	0.1640763	0.2897203	0.7469081
ENSMUSG00000046470	11.87414	0.01556543	0.14118666	0.5664154	0.8822843
ENSMUSG00000046480	3917.404	-0.01875652	0.13344	0.6193202	0.9034616
ENSMUSG00000046487	1.132321	0.01002818	0.18072984	0.5002797	NA
ENSMUSG00000046490	0.3461793	-0.001454413	0.1875465	0.9112637	NA
ENSMUSG00000046491	3.279608	0.005179015	0.15288385	0.7634165	0.9430222
ENSMUSG00000046500	6.495672	0.02442087	0.14203558	0.401155	0.8121808
ENSMUSG00000046516	219.6621	0.07784877	0.11675723	0.198606	0.6668425
ENSMUSG00000046519	123.5852	-0.06607011	0.12000687	0.2514206	0.712639
ENSMUSG00000046523	208.1894	-0.06514833	0.11159117	0.2932447	0.7507425
ENSMUSG00000046532	318.1243	0.01209508	0.12026479	0.8208793	0.9584644
ENSMUSG00000046541	69.25868	-0.02928356	0.11968152	0.5924459	0.8927227
ENSMUSG00000046546	53.46937	0.009585406	0.12716119	0.8333078	0.9622291
ENSMUSG00000046550	23.77256	-0.001167799	0.13020647	0.977323	0.9944022
ENSMUSG00000046556	135.1435	-0.01063954	0.1155914	0.852817	0.9672829
ENSMUSG00000046561	5.342456	-0.03078796	0.16508973	0.1873623	0.6559687
ENSMUSG00000046562	210.0174	0.01354534	0.09992387	0.8327643	0.961997
ENSMUSG00000046567	118.3	-0.07237739	0.12184274	0.2056563	0.6739932
ENSMUSG00000046572	166.7003	0.00946507	0.11973129	0.8605091	0.9694272
ENSMUSG00000046573	131.1365	-0.006961373	0.1181571	0.899712	0.9781464
ENSMUSG00000046574	226.9939	-0.0380744	0.14809825	0.2084289	0.6762573
ENSMUSG00000046580	0.6378137	0.01268094	0.18774292	0.4082946	NA
ENSMUSG00000046585	0.3995036	-0.003360255	0.20805697	0.7895862	NA
ENSMUSG00000046591	0.6994749	-0.001052659	0.18879871	0.9354081	NA
ENSMUSG00000046593	31.70536	0.02813061	0.17515089	0.1876131	0.6559687
ENSMUSG00000046598	211.0738	0.08773482	0.13688127	0.08837764	0.5405909
ENSMUSG00000046603	169.2103	0.03850557	0.11030434	0.5299921	0.8683634
ENSMUSG00000046605	57.19063	0.03020602	0.12443738	0.5476501	0.8761207
ENSMUSG00000046607	289.6082	-0.1245922	0.113137	0.05782303	0.4771967
ENSMUSG00000046610	18.47263	-0.0381371	0.13968957	0.2840059	0.7424411
ENSMUSG00000046613	114.1132	-0.05927695	0.13947156	0.1617461	0.6272381
ENSMUSG00000046618	26.93694	0.06076665	0.14680085	0.1183289	0.5854638
ENSMUSG00000046634	1.25691	0.007411482	0.18634405	0.5955269	NA
ENSMUSG00000046636	0.7641638	0.002745289	0.18008124	0.8382741	NA
ENSMUSG00000046637	17.25166	0.03320724	0.14407667	0.2785081	0.7377686
ENSMUSG00000046652	0.2766612	-0.00782386	0.24191725	0.5277319	NA
ENSMUSG00000046658	187.6139	0.08924985	0.11345324	0.1557929	0.6190273
ENSMUSG00000046667	182.338	0.007430127	0.10810844	0.9041314	0.9783653
ENSMUSG00000046668	130.5341	-0.2085604	0.16888886	0.003278373	0.1675672
ENSMUSG00000046671	434.9985	0.03988909	0.10151448	0.5343421	0.8697046
ENSMUSG00000046675	62.59438	0.01272008	0.12026924	0.8118382	0.9554942
ENSMUSG00000046679	151.567	0.07788827	0.10803115	0.2229087	0.6863967
ENSMUSG00000046687	8.63316	0.05775906	0.16725659	0.07564778	0.5157044
ENSMUSG00000046688	32.60793	0.01464947	0.13016294	0.7261449	0.9345551
ENSMUSG00000046691	543.892	0.09859797	0.10763492	0.1297276	0.5948951
ENSMUSG00000046694	0.4121965	-0.006999835	0.20761237	0.5968168	NA
ENSMUSG00000046699	455.3714	-0.1749696	0.11827634	0.01132018	0.2717844
ENSMUSG00000046707	142.1163	-0.1219765	0.12385909	0.05196083	0.4650462
ENSMUSG00000046709	1256.666	0.05064725	0.11908272	0.3721259	0.7942345
ENSMUSG00000046711	151.4869	0.03724576	0.11864632	0.5063996	0.858987
ENSMUSG00000046714	1.878575	0.008904794	0.16430863	0.5746879	0.8855199
ENSMUSG00000046717	6.95688	0.005901344	0.14172436	0.8090824	0.9549544
ENSMUSG00000046718	6.602127	0.009398771	0.14303789	0.691979	0.9236075
ENSMUSG00000046719	24.41619	-0.1101257	0.27678842	0.01106188	0.2694774
ENSMUSG00000046721	19.27838	0.04443099	0.13534423	0.2820366	0.7410563
ENSMUSG00000046722	295.8416	0.01267986	0.10666697	0.8387767	0.9640649
ENSMUSG00000046727	182.1694	-0.006961922	0.11091274	0.9080984	0.9796711
ENSMUSG00000046731	9.650471	0.01244336	0.13998181	0.6535176	0.9142716
ENSMUSG00000046733	0.5672497	0	0.22572474	1	NA
ENSMUSG00000046743	265.4457	-0.06287433	0.12883485	0.2168785	0.6824645
ENSMUSG00000046747	0.8819708	-0.002306557	0.17513897	0.8660311	NA
ENSMUSG00000046748	0.9234468	-0.01112185	0.18160207	0.4627605	NA
ENSMUSG00000046750	5.968266	0.02000221	0.15844214	0.3288673	0.7714887
ENSMUSG00000046753	141.8046	0.03313309	0.11410135	0.5746294	0.8855014
ENSMUSG00000046756	164.802	0.1158329	0.13681475	0.04484093	0.4371382
ENSMUSG00000046761	13.31893	-0.01020915	0.14199321	0.6823446	0.9212281
ENSMUSG00000046764	0.5505919	-0.01573042	0.26453809	0.2789668	NA
ENSMUSG00000046768	22.30308	-0.003612078	0.13519226	0.9140688	0.9812151
ENSMUSG00000046774	0.05935616	-0.0006609869	0.22561309	0.9553148	NA
