gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000061119	63.86664	0.0005437944	0.06301095	0.9686578	0.9983069
ENSMUSG00000061130	788.6233	-0.003535826	0.04776637	0.8415364	0.9959254
ENSMUSG00000061132	14.6706	0.004089751	0.06840813	0.6109929	0.9907391
ENSMUSG00000061136	502.2431	-0.0100706	0.06116717	0.5430654	0.9837023
ENSMUSG00000061143	108.5248	0.002036555	0.06360962	0.8797679	0.9974355
ENSMUSG00000061144	0.02967808	0.0001548251	0.07564309	0.9065953	NA
ENSMUSG00000061167	9.162723	0.001414876	0.06980308	0.7095943	NA
ENSMUSG00000061171	21.93539	-0.001002559	0.06799367	0.9020296	0.9983069
ENSMUSG00000061175	267.7478	0.003692798	0.06310372	0.7925035	0.9959254
ENSMUSG00000061184	0.05645274	0.000335669	0.0760036	0.8001814	NA
ENSMUSG00000061186	59.29882	0.01132443	0.07066744	0.1780959	0.8976294
ENSMUSG00000061207	102.7915	0.01002284	0.06275192	0.5250559	0.9833475
ENSMUSG00000061210	0.03952348	-0.0002856722	0.07590594	0.8289884	NA
ENSMUSG00000061232	93.96866	-0.005820994	0.06223992	0.6975062	0.9945077
ENSMUSG00000061242	0.3091663	0.0008688689	0.07846025	0.5282649	NA
ENSMUSG00000061244	672.4583	-0.03380824	0.07119359	0.1315249	0.8736546
ENSMUSG00000061259	0.2798062	0.0001561468	0.07559061	0.9059885	NA
ENSMUSG00000061272	0.2156641	0.0003579038	0.074772	0.7974823	NA
ENSMUSG00000061273	310.6061	-0.02740087	0.0665444	0.1935191	0.9021797
ENSMUSG00000061286	39.74702	-0.01468107	0.0690894	0.2600129	0.9407565
ENSMUSG00000061288	200.7231	0.01746803	0.0586203	0.3667793	0.9708153
ENSMUSG00000061298	67.06407	0.03158322	0.07780112	0.0739524	0.8078312
ENSMUSG00000061306	596.6701	0.005269557	0.05259433	0.7671723	0.9958846
ENSMUSG00000061311	1.305346	-0.003400062	0.07191099	0.2336927	NA
ENSMUSG00000061313	537.9836	0.03496962	0.06347014	0.1403496	0.8817938
ENSMUSG00000061315	916.6887	0.006217696	0.05367778	0.7267314	0.9945077
ENSMUSG00000061322	14.60521	0.001412706	0.06797736	0.863485	0.9968315
ENSMUSG00000061330	3.992857	-0.004925895	0.06934448	0.4444832	NA
ENSMUSG00000061331	0.3322708	0.000154051	0.07564201	0.9070593	NA
ENSMUSG00000061353	200.916	-0.003892726	0.05999828	0.8059609	0.9959254
ENSMUSG00000061356	0.4172235	0.0004559859	0.07638414	0.7324046	NA
ENSMUSG00000061360	88.32764	-0.0001547838	0.06268806	0.9912198	0.9994231
ENSMUSG00000061371	56.02063	-0.01620848	0.06730964	0.2947924	0.9540687
ENSMUSG00000061374	89.50662	-0.01937996	0.07071691	0.1855005	0.8976294
ENSMUSG00000061390	1.161141	-0.0006516723	0.07003259	0.8336989	NA
ENSMUSG00000061393	38.58105	0.005945782	0.06709378	0.5794859	0.9892007
ENSMUSG00000061410	989.2864	-0.01882501	0.0694013	0.2213313	0.9240802
ENSMUSG00000061411	257.2483	0.007221171	0.06515145	0.5846547	0.9892007
ENSMUSG00000061414	7.523482	0.01284924	0.07197006	0.09241722	NA
ENSMUSG00000061436	666.5673	-0.01011317	0.06908919	0.3144303	0.9564488
ENSMUSG00000061451	500.8834	0.005793831	0.0551583	0.7410924	0.9953725
ENSMUSG00000061455	207.172	-0.01293414	0.06343431	0.4302804	0.975772
ENSMUSG00000061458	85.70498	0.009445112	0.06266895	0.5459018	0.9841974
ENSMUSG00000061461	105.8226	-0.0153111	0.0651978	0.350491	0.9678929
ENSMUSG00000061462	28.49274	-0.01135101	0.07039022	0.2022627	0.9118058
ENSMUSG00000061474	65.32215	0.003176595	0.064559	0.8038953	0.9959254
ENSMUSG00000061477	1254.256	-0.004305782	0.05786589	0.7966464	0.9959254
ENSMUSG00000061479	159.5867	0.007930739	0.06189345	0.6122733	0.9907391
ENSMUSG00000061482	315.2091	-0.009984094	0.06324406	0.5188904	0.9833475
ENSMUSG00000061488	0.1711338	0.0001841514	0.07562586	0.889299	NA
ENSMUSG00000061510	0.9750705	0.00178207	0.0713637	0.4500212	NA
ENSMUSG00000061517	47.06545	-0.02124204	0.07095871	0.1762203	0.8976294
ENSMUSG00000061518	785.29	-0.02668593	0.06725163	0.1948072	0.9047523
ENSMUSG00000061520	0.0846791	0.0004629216	0.07640924	0.7285933	NA
ENSMUSG00000061524	25.69988	0.005253019	0.06707375	0.6175875	0.9912757
ENSMUSG00000061525	0.03952348	-0.0002856722	0.07590594	0.8289884	NA
ENSMUSG00000061527	0.06078082	0	0.07553484	1	NA
ENSMUSG00000061531	0.9795962	-0.001772588	0.07355451	0.3651465	NA
ENSMUSG00000061533	82.02865	0.002668654	0.06618363	0.808827	0.9959254
ENSMUSG00000061535	2.602615	0.002362762	0.0702107	0.4839191	NA
ENSMUSG00000061536	216.3448	-0.007602496	0.06734087	0.4923248	0.9833475
ENSMUSG00000061540	0.1282504	0.0005452423	0.07674581	0.6841504	NA
ENSMUSG00000061544	39.57182	-0.0146129	0.06889604	0.2678623	0.9418056
ENSMUSG00000061559	168.005	0.02493292	0.06911098	0.1903376	0.9005139
ENSMUSG00000061576	1846.085	-0.0005114717	0.03648539	0.9734742	0.9983069
ENSMUSG00000061578	614.6852	-0.008826247	0.06650235	0.4811513	0.9833475
ENSMUSG00000061584	0.0730357	-6.348437e-05	0.07555299	0.9615969	NA
ENSMUSG00000061589	294.4039	-0.008083118	0.06923072	0.3430729	0.9656154
ENSMUSG00000061601	3330.58	-0.03852741	0.07978722	0.06773297	0.8078312
ENSMUSG00000061603	3560.887	-0.01596035	0.04501298	0.3747147	0.9713391
ENSMUSG00000061607	141.2465	-0.006542977	0.06441407	0.6312305	0.9918021
ENSMUSG00000061613	119.5997	0.009705842	0.0599109	0.5672086	0.9872442
ENSMUSG00000061615	22.40183	-0.007459336	0.06904362	0.3788648	0.9740647
ENSMUSG00000061650	166.0135	0.008842336	0.05738275	0.6140971	0.9907391
ENSMUSG00000061665	280.2308	-0.002458224	0.05506641	0.8868162	0.9978146
ENSMUSG00000061666	253.4741	0.0008977424	0.05098777	0.9594817	0.9983069
ENSMUSG00000061669	0.04395546	0	0.07553484	1	NA
ENSMUSG00000061684	2.865736	-0.002391646	0.06965337	0.5958136	NA
ENSMUSG00000061689	899.6817	0.00290118	0.05709458	0.8630326	0.9968315
ENSMUSG00000061702	175.1412	0.002351239	0.06043178	0.8793871	0.9974122
ENSMUSG00000061718	3718.867	-0.02391395	0.07217832	0.1485169	0.8817938
ENSMUSG00000061723	0.07904697	-0.0004867175	0.07661976	0.7146625	NA
ENSMUSG00000061724	5.892155	0.002333817	0.06923791	0.6771645	NA
ENSMUSG00000061728	0.1057086	0.0001550949	0.07564347	0.9064335	NA
ENSMUSG00000061731	245.4278	-0.01118268	0.06447598	0.4598439	0.9833475
ENSMUSG00000061740	96.93258	-3.832512e-05	0.06073041	0.9979953	0.9999245
ENSMUSG00000061742	0.9837554	-0.0008691581	0.07091421	0.6956313	NA
ENSMUSG00000061751	3100.489	-0.0100052	0.05698403	0.5751571	0.9892007
ENSMUSG00000061755	998.5059	-0.007540523	0.05098892	0.6765641	0.9925851
ENSMUSG00000061758	52.27196	0.02560533	0.07557297	0.08413811	0.8171523
ENSMUSG00000061759	146.8095	-0.03709681	0.07323916	0.1101061	0.8565215
ENSMUSG00000061762	1167.344	-0.02485821	0.07576143	0.07489402	0.8078312
ENSMUSG00000061778	177.522	-0.03553067	0.07536207	0.1013574	0.8364967
ENSMUSG00000061787	777.8605	-0.008760226	0.05716139	0.6181321	0.9915749
ENSMUSG00000061802	2.559542	0.001004159	0.06989168	0.7728679	NA
ENSMUSG00000061808	75.4492	0.001644434	0.0692587	0.7593311	0.9958846
ENSMUSG00000061815	0.2349714	0.0003518549	0.07604855	0.7908953	NA
ENSMUSG00000061816	1.003194	-0.001685327	0.07140868	0.4649366	NA
ENSMUSG00000061825	0.2586428	0.0009617631	0.07950947	0.4863123	NA
ENSMUSG00000061833	0.4954363	-7.234048e-05	0.07245508	0.963996	NA
ENSMUSG00000061838	130.2605	-0.001868611	0.05993197	0.9052702	0.9983069
ENSMUSG00000061843	0.1783387	0	0.07553484	1	NA
ENSMUSG00000061848	3.079813	-0.001246426	0.06934293	0.8050442	NA
ENSMUSG00000061852	0.2431233	0	0.07553484	1	NA
ENSMUSG00000061859	220.1935	0.05237907	0.09487403	0.008187202	0.5654609
ENSMUSG00000061863	0.2012819	-0.0005153359	0.07657268	0.7004638	NA
ENSMUSG00000061864	50.43627	-0.02626856	0.07727181	0.05297351	0.769823
ENSMUSG00000061878	3.276953	0.002443701	0.06971286	0.5765987	NA
ENSMUSG00000061882	34.41173	0.007146192	0.06873434	0.4187257	0.975772
ENSMUSG00000061887	385.6178	0.01473952	0.06411332	0.3787683	0.9740647
ENSMUSG00000061894	101.2559	0.005475155	0.06200222	0.7160039	0.9945077
ENSMUSG00000061897	1.216727	-0.002160528	0.07077875	0.4362416	NA
ENSMUSG00000061898	142.949	0.01586858	0.06138213	0.3849406	0.9751418
ENSMUSG00000061904	1657.695	0.02250458	0.06324676	0.2617839	0.9407565
ENSMUSG00000061911	2123.101	-0.03784589	0.07333205	0.1074189	0.8526132
ENSMUSG00000061928	3.320845	0.001671943	0.06967061	0.6919681	NA
ENSMUSG00000061947	2.503641	0	0.07553484	1	NA
ENSMUSG00000061950	222.9613	0.02659537	0.07463026	0.1070023	0.8526132
ENSMUSG00000061952	0.1201537	0.0003575097	0.07606659	0.78765	NA
ENSMUSG00000061959	0.03952348	-0.0002856722	0.07590594	0.8289884	NA
ENSMUSG00000061974	0.04395546	0	0.07553484	1	NA
ENSMUSG00000061979	64.16385	0.01328322	0.06757037	0.331564	0.9602468
ENSMUSG00000061981	270.3577	0.01997739	0.06168046	0.3067728	0.9557403
ENSMUSG00000061983	913.5538	-0.002533105	0.05768524	0.8788133	0.9971636
ENSMUSG00000061991	4.315834	-0.001662408	0.0700401	0.62153	NA
ENSMUSG00000062006	527.4342	-0.005363969	0.06138398	0.7271972	0.9945077
ENSMUSG00000062007	0.2191072	-0.0007287769	0.07782239	0.5903884	NA
ENSMUSG00000062012	92.38646	0.006753543	0.06109248	0.6688632	0.9925851
ENSMUSG00000062014	1390.215	-0.01655556	0.05859215	0.3864374	0.9751418
ENSMUSG00000062017	0.1884241	-0.000876058	0.07886385	0.5224593	NA
ENSMUSG00000062028	0.2860959	-0.000783828	0.07802024	0.5655676	NA
ENSMUSG00000062031	29.71665	0.007244574	0.06786583	0.478531	0.9833475
ENSMUSG00000062038	0.2294751	0.0004725113	0.07632197	0.7243027	NA
ENSMUSG00000062040	154.5794	-0.003801704	0.05352144	0.8289056	0.9959254
ENSMUSG00000062044	804.6812	-0.006803035	0.06782283	0.4999536	0.9833475
ENSMUSG00000062054	39.22288	0.01926858	0.07058449	0.1893291	0.9002538
ENSMUSG00000062070	1744.952	0.003068068	0.05663277	0.8564059	0.9967895
ENSMUSG00000062073	0.08621428	0.0004559799	0.07638412	0.7324079	NA
ENSMUSG00000062074	0.1559101	-0.0007702094	0.07808898	0.5706754	NA
ENSMUSG00000062075	125.9499	0.01135118	0.06161668	0.4975318	0.9833475
ENSMUSG00000062077	0.8430309	0	0.07553484	1	NA
ENSMUSG00000062078	3565.481	-0.03000817	0.07086411	0.1491859	0.8817938
ENSMUSG00000062081	3.119903	0.003750578	0.06972407	0.4473712	NA
ENSMUSG00000062082	0.1412829	0.0004547915	0.07637946	0.7330651	NA
ENSMUSG00000062083	1.162219	0.001369457	0.07091242	0.5667676	NA
ENSMUSG00000062093	3.759244	0.005157658	0.0698698	0.3381787	NA
ENSMUSG00000062098	1005.781	0.0178541	0.05893442	0.3577471	0.9678929
ENSMUSG00000062101	39.21553	-0.01484802	0.06792761	0.2969219	0.9540687
ENSMUSG00000062110	178.853	-0.02119285	0.06991984	0.1980601	0.9074299
ENSMUSG00000062115	547.9838	0.001653198	0.06208956	0.9093218	0.9983069
ENSMUSG00000062116	74.23052	0.01850587	0.06899504	0.2329701	0.9334487
ENSMUSG00000062127	278.2879	-0.01597146	0.06128267	0.3835343	0.9751418
ENSMUSG00000062132	1.357319	-0.00173157	0.07056712	0.5289808	NA
ENSMUSG00000062151	2702.522	-0.002070449	0.03747805	0.894937	0.9983069
ENSMUSG00000062157	1.290368	0.001378673	0.07037722	0.6218445	NA
ENSMUSG00000062162	0.06078082	0	0.07553484	1	NA
ENSMUSG00000062168	7.81337	0.001279356	0.06971385	0.7488741	NA
ENSMUSG00000062169	215.4238	-0.02958136	0.07513292	0.1050733	0.8489191
ENSMUSG00000062170	0.1417081	-0.0001089302	0.07552172	0.9343376	NA
ENSMUSG00000062175	8.893857	0.006538858	0.06967317	0.326962	NA
ENSMUSG00000062184	761.1685	-0.031456	0.07246233	0.1315326	0.8736546
ENSMUSG00000062190	297.4913	0.008979117	0.06405537	0.5394519	0.9837023
ENSMUSG00000062198	74.30082	-0.01073284	0.06564426	0.4465523	0.9785223
ENSMUSG00000062200	2.407097	-0.00486078	0.07012645	0.3029652	NA
ENSMUSG00000062202	494.8386	-0.01455256	0.05066976	0.4417283	0.9783131
ENSMUSG00000062203	563.7256	-0.008543709	0.04761501	0.6345815	0.9918021
ENSMUSG00000062209	1290.415	-0.0128042	0.04779119	0.4856132	0.9833475
ENSMUSG00000062210	42.70228	0.005251754	0.06697657	0.6218457	0.9918021
ENSMUSG00000062232	1777.398	-0.001873179	0.04343765	0.9127754	0.9983069
ENSMUSG00000062234	654.9104	-0.00414613	0.05064223	0.815834	0.9959254
ENSMUSG00000062235	0.07614395	0	0.07553484	1	NA
ENSMUSG00000062248	4.723865	-0.001600505	0.06961794	0.7125752	NA
ENSMUSG00000062252	16.92012	0.0105308	0.0691871	0.3010686	0.9540687
ENSMUSG00000062257	1017.925	-0.003493958	0.0577615	0.8339102	0.9959254
ENSMUSG00000062270	1850.179	0.01263857	0.05271781	0.5000916	0.9833475
ENSMUSG00000062280	0.1522879	0	0.07553484	1	NA
ENSMUSG00000062284	7.693405	0.001292696	0.06871944	0.8464309	NA
ENSMUSG00000062296	6403.829	-0.01127563	0.06084866	0.5077953	0.9833475
ENSMUSG00000062300	28.78691	0.01261674	0.07000435	0.2289455	0.9310208
ENSMUSG00000062309	45.76206	0.003035975	0.06325242	0.8263894	0.9959254
ENSMUSG00000062310	0.2245363	0.0005760586	0.0768905	0.667907	NA
ENSMUSG00000062312	21.09465	-0.009431233	0.06894737	0.3374303	0.9632002
ENSMUSG00000062319	81.91026	-0.01321626	0.07173908	0.1111683	0.8565215
ENSMUSG00000062327	0.55388	0.0004886104	0.07175973	0.786723	NA
ENSMUSG00000062328	1366.579	-0.003711289	0.05598814	0.8287928	0.9959254
ENSMUSG00000062329	2.817246	0.002644699	0.07019507	0.4521147	NA
ENSMUSG00000062345	2.091335	0.004732408	0.07434203	0.1145428	NA
ENSMUSG00000062352	275.8622	-0.01735357	0.06322711	0.3392716	0.9638603
ENSMUSG00000062353	12.75001	-0.001087149	0.06775687	0.899123	0.9983069
ENSMUSG00000062365	0.2165899	0.0007001933	0.07755349	0.6050402	NA
ENSMUSG00000062372	378.7565	0.02024175	0.07301858	0.1174868	0.8633065
ENSMUSG00000062373	418.9715	0.006153528	0.05823795	0.7146714	0.9945077
ENSMUSG00000062376	65.60622	-0.0170021	0.0659318	0.3101244	0.9557403
ENSMUSG00000062380	1156.459	0.008829943	0.05527764	0.6225822	0.9918021
ENSMUSG00000062382	30.00013	-0.007711892	0.06670767	0.5154197	0.9833475
ENSMUSG00000062391	1.028727	-0.002685446	0.07112041	0.3405894	NA
ENSMUSG00000062393	57.13264	0.01214334	0.07137702	0.1253691	0.8648222
ENSMUSG00000062397	1124.648	-0.005735403	0.05080306	0.7488146	0.9953725
ENSMUSG00000062410	0.05517465	0	0.07553484	1	NA
ENSMUSG00000062421	323.1649	0.006052534	0.05965132	0.7104757	0.9945077
ENSMUSG00000062432	0.5123253	-0.0006523008	0.07505159	0.6521	NA
ENSMUSG00000062438	0.6060188	0.0002009266	0.07346665	0.8918379	NA
ENSMUSG00000062444	803.4993	0.03296083	0.06896567	0.1454939	0.8817938
ENSMUSG00000062456	52.33915	0.00556019	0.06421321	0.6814441	0.9926557
ENSMUSG00000062458	0.06412521	0.0001548251	0.07564309	0.9065953	NA
ENSMUSG00000062461	0.7176334	0.001255822	0.07427165	0.459907	NA
ENSMUSG00000062470	25.21869	-0.006969786	0.06827512	0.4627511	0.9833475
ENSMUSG00000062480	40.14306	-0.01064364	0.06995486	0.2407103	0.9345905
ENSMUSG00000062488	28.10648	-0.01124539	0.06801583	0.3528806	0.9678929
ENSMUSG00000062510	16.34968	-0.002457156	0.06933855	0.6476767	0.9918021
ENSMUSG00000062515	1.603908	-0.006451981	0.08688273	0.03669137	NA
ENSMUSG00000062519	176.6102	0.0003105754	0.05825394	0.9848337	0.9984528
ENSMUSG00000062524	0.07614395	0	0.07553484	1	NA
ENSMUSG00000062526	70.53163	0.007830883	0.06560403	0.5471996	0.9842256
ENSMUSG00000062542	77.97998	0.007012294	0.06299138	0.6351167	0.9918021
ENSMUSG00000062545	5.358014	0.001754348	0.06942349	0.7221865	NA
ENSMUSG00000062553	0.06078082	0	0.07553484	1	NA
ENSMUSG00000062554	1.846696	0.001366404	0.07027034	0.6392743	NA
ENSMUSG00000062561	74.75295	-0.007648554	0.0664473	0.5277492	0.9833475
ENSMUSG00000062563	19.22972	0.007504869	0.06850979	0.4244351	0.975772
ENSMUSG00000062580	528.9965	0.006630352	0.06518706	0.609981	0.9907391
ENSMUSG00000062582	0.02967808	0.0001548251	0.07564309	0.9065953	NA
ENSMUSG00000062585	1.178497	-0.001011598	0.07023046	0.7233742	NA
ENSMUSG00000062588	1.886502	0.001698542	0.06972236	0.6779387	NA
ENSMUSG00000062590	341.769	0.01175467	0.06012275	0.4998371	0.9833475
ENSMUSG00000062591	1216.335	-0.01501122	0.06859042	0.2743918	0.9418056
ENSMUSG00000062593	2.273697	9.854797e-05	0.0698211	0.9777755	NA
ENSMUSG00000062604	1512.052	-0.0384858	0.07117271	0.1123253	0.8573955
ENSMUSG00000062609	0.07614395	0	0.07553484	1	NA
ENSMUSG00000062611	30.00707	-0.001885902	0.06622487	0.8623439	0.9968315
ENSMUSG00000062619	18.13773	-0.006059958	0.06721265	0.5681585	0.9876182
ENSMUSG00000062627	442.4395	-0.02363542	0.0677086	0.2145101	0.9186468
ENSMUSG00000062646	88.8042	-0.0006581214	0.06469926	0.9577928	0.9983069
ENSMUSG00000062647	1096.506	-0.0200583	0.0579811	0.3179788	0.9574334
ENSMUSG00000062651	0.1215616	0	0.07553484	1	NA
ENSMUSG00000062661	2142.577	0.04066708	0.07829449	0.07780153	0.8078312
ENSMUSG00000062683	379.9346	-0.004526486	0.0615362	0.765202	0.9958846
ENSMUSG00000062691	59.89155	-0.007600283	0.06788725	0.4631322	0.9833475
ENSMUSG00000062694	0.06078082	0	0.07553484	1	NA
ENSMUSG00000062704	1.287363	-0.001184958	0.07005301	0.7103487	NA
ENSMUSG00000062713	0.3690069	0.00103714	0.0779901	0.4727519	NA
ENSMUSG00000062727	20.44712	-0.007217413	0.06917823	0.3721631	0.9710376
ENSMUSG00000062729	136.4943	-0.007864051	0.06192099	0.6145618	0.9907391
ENSMUSG00000062742	0.6209238	0.0005973182	0.07249443	0.7223187	NA
ENSMUSG00000062743	21.69492	0.005247478	0.06767707	0.587559	0.9896511
ENSMUSG00000062753	64.10725	0.003667493	0.06289411	0.7959418	0.9959254
ENSMUSG00000062758	7.58971	-0.00274171	0.0692655	0.628441	NA
ENSMUSG00000062760	222.0144	0.05920794	0.09781505	0.008567437	0.5673625
ENSMUSG00000062761	373.3076	-0.001704027	0.05877883	0.9161305	0.9983069
ENSMUSG00000062762	402.7461	0.008719088	0.05742652	0.6183649	0.9915749
ENSMUSG00000062778	50.11766	-0.006709969	0.06662551	0.5618918	0.9863285
ENSMUSG00000062785	111.9441	-0.01063017	0.06817091	0.3586285	0.9678929
ENSMUSG00000062794	60.58215	-0.003188192	0.06181846	0.8296197	0.9959254
ENSMUSG00000062797	179.8447	0.009383949	0.05939065	0.5824929	0.9892007
ENSMUSG00000062818	0.1751325	-0.0002357742	0.07563322	0.8591254	NA
ENSMUSG00000062822	237.5486	0.03559831	0.0724025	0.1188497	0.8633065
ENSMUSG00000062825	5942.438	-0.0005839237	0.03819918	0.9706809	0.9983069
ENSMUSG00000062846	3.219183	0.0003388916	0.06986734	0.9213375	NA
ENSMUSG00000062859	4.592364	-0.002316684	0.06987778	0.5562759	NA
ENSMUSG00000062861	106.9394	0.02701277	0.07202684	0.1469906	0.8817938
ENSMUSG00000062866	169.5574	0.001891867	0.065613	0.8702777	0.9970857
ENSMUSG00000062867	273.2999	0.0103907	0.05989946	0.5443019	0.9837023
ENSMUSG00000062896	0.9462044	0.002508677	0.07428071	0.2484204	NA
ENSMUSG00000062901	807.0303	-0.004116753	0.04037436	0.8026567	0.9959254
ENSMUSG00000062905	0.1783387	0	0.07553484	1	NA
ENSMUSG00000062906	55.50719	0.01296829	0.06582371	0.3854829	0.9751418
ENSMUSG00000062908	205.8975	-0.04443828	0.08479509	0.04097373	0.7263677
ENSMUSG00000062929	450.9926	-0.01631431	0.05717385	0.3964874	0.975772
ENSMUSG00000062931	149.1919	-0.01597124	0.06162614	0.3807579	0.9749425
ENSMUSG00000062933	127.4276	-0.0100566	0.06538768	0.4734914	0.9833475
ENSMUSG00000062937	57.63971	-0.008025539	0.06157816	0.6122583	0.9907391
ENSMUSG00000062939	5.488155	0.004379815	0.07009749	0.33098	NA
ENSMUSG00000062944	33.33486	-0.002037479	0.06544777	0.8626597	0.9968315
ENSMUSG00000062949	284.8237	-0.03914513	0.07782083	0.08160386	0.8155454
ENSMUSG00000062960	84.29423	0.02315214	0.07035557	0.1822194	0.8976294
ENSMUSG00000062961	134.0255	0.04845266	0.08655263	0.03655189	0.7087688
ENSMUSG00000062963	307.375	-0.01931837	0.06525008	0.2869013	0.948585
ENSMUSG00000062980	28.53317	-0.001017656	0.06830884	0.8925585	0.9983069
ENSMUSG00000062981	117.0967	-0.004685353	0.06464978	0.7181731	0.9945077
ENSMUSG00000062991	42.35079	-0.01544817	0.07080345	0.1833494	0.8976294
ENSMUSG00000062995	344.6894	0.003687036	0.04900634	0.8355271	0.9959254
ENSMUSG00000062997	553.7234	-0.003106624	0.05421576	0.8587196	0.9968315
ENSMUSG00000063001	0.2244717	0	0.07553484	1	NA
ENSMUSG00000063011	2.214881	-0.0003908991	0.07045785	0.8733406	NA
ENSMUSG00000063015	1024.379	-0.1021045	0.10014015	0.008222656	0.5654609
ENSMUSG00000063018	74.34868	0.01285011	0.0680749	0.3211954	0.9584649
ENSMUSG00000063019	114.3262	0.04100996	0.07853277	0.07624557	0.8078312
ENSMUSG00000063021	23.07964	-0.01629043	0.07220665	0.1180042	0.8633065
ENSMUSG00000063047	117.8947	0.005877994	0.06098225	0.707665	0.9945077
ENSMUSG00000063049	110.9144	0.02034064	0.06681566	0.2551292	0.9386281
ENSMUSG00000063052	258.6318	-0.002357228	0.05925891	0.8830675	0.9976529
ENSMUSG00000063058	0.05645274	0.000335669	0.0760036	0.8001814	NA
ENSMUSG00000063060	4.596581	-0.003824655	0.06976953	0.4320933	NA
ENSMUSG00000063063	1111.391	0.002395019	0.04202278	0.8868606	0.9978146
ENSMUSG00000063065	522.0977	-0.00679739	0.05716018	0.6933845	0.9945077
ENSMUSG00000063077	7249.842	-0.02230367	0.06703312	0.2331902	0.9334812
ENSMUSG00000063087	90.20294	-0.00154156	0.06542745	0.8956462	0.9983069
ENSMUSG00000063108	471.3242	-0.003303403	0.05128964	0.8522583	0.9967687
ENSMUSG00000063109	0.5827892	-0.0003842026	0.07372698	0.7951703	NA
ENSMUSG00000063129	0.8520602	0.0008192941	0.07199349	0.6559991	NA
ENSMUSG00000063142	879.6067	-0.04045344	0.0815447	0.05677351	0.7815417
ENSMUSG00000063145	102.1188	-0.001986613	0.06463858	0.8744852	0.9970857
ENSMUSG00000063146	579.4501	0.04254949	0.07901957	0.07259546	0.8078312
ENSMUSG00000063157	0.1215616	0	0.07553484	1	NA
ENSMUSG00000063160	457.3876	0.03029715	0.06998147	0.1542242	0.8832785
ENSMUSG00000063163	0.1901383	0.0003529082	0.07605189	0.7902905	NA
ENSMUSG00000063171	66.71389	0.0394784	0.08676646	0.01442888	0.6002293
ENSMUSG00000063172	34.15355	0.0003174947	0.06511853	0.9789191	0.9983069
ENSMUSG00000063177	0.04345354	-0.0002856722	0.07590594	0.8289884	NA
ENSMUSG00000063179	81.29053	-0.003098168	0.06371363	0.818437	0.9959254
ENSMUSG00000063180	0.6199255	-0.0001389508	0.07103432	0.9450574	NA
ENSMUSG00000063200	190.0513	-0.003984685	0.05919436	0.8056977	0.9959254
ENSMUSG00000063229	1091.673	0.005914978	0.05636144	0.7325652	0.9947721
ENSMUSG00000063232	0.08690708	-0.0005176081	0.07674257	0.6979728	NA
ENSMUSG00000063234	3.030376	0.006733907	0.07046969	0.2029777	NA
ENSMUSG00000063235	155.0664	0.0309348	0.07538795	0.1031288	0.8409097
ENSMUSG00000063236	51.4066	0.0002236851	0.06194765	0.987739	0.9987212
ENSMUSG00000063239	327.493	-0.01377448	0.06967833	0.2414473	0.9345905
ENSMUSG00000063245	4.41703	-0.001455211	0.07016773	0.6372706	NA
ENSMUSG00000063253	736.6076	-0.01114121	0.05493778	0.5443919	0.9837023
ENSMUSG00000063254	42.1508	-0.002979548	0.06903328	0.6377302	0.9918021
ENSMUSG00000063260	221.2548	0.005377252	0.06150285	0.7254875	0.9945077
ENSMUSG00000063268	10.45289	0.005644718	0.06951997	0.3814082	0.9751418
ENSMUSG00000063273	605.4143	-0.009540247	0.0628838	0.5394653	0.9837023
ENSMUSG00000063275	44.90071	-0.008627168	0.06567911	0.5143637	0.9833475
ENSMUSG00000063277	0.5130017	0.001330564	0.08374762	0.3523693	NA
ENSMUSG00000063281	130.7433	-0.002292697	0.05765052	0.8902138	0.9983069
ENSMUSG00000063286	34.72771	-0.01089505	0.06696979	0.4022835	0.975772
ENSMUSG00000063296	73.27094	-0.02340331	0.06899137	0.2009877	0.9099172
ENSMUSG00000063297	265.7549	-0.02144317	0.06428865	0.2684329	0.9418056
ENSMUSG00000063314	2.070235	-8.64538e-05	0.07027163	0.9739345	NA
ENSMUSG00000063316	561.0464	-0.003826697	0.05905277	0.8136932	0.9959254
ENSMUSG00000063317	1093.868	-0.01738177	0.05166607	0.3703492	0.9710376
ENSMUSG00000063320	29.31192	-0.03090794	0.08048265	0.03293699	0.6931053
ENSMUSG00000063328	0.79527	0.0003259358	0.07021598	0.9053763	NA
ENSMUSG00000063334	319.8166	-0.0005939568	0.05308339	0.9729455	0.9983069
ENSMUSG00000063354	1.514792	-0.0006511024	0.07022769	0.8144904	NA
ENSMUSG00000063358	4535.074	-0.01505985	0.05792136	0.4239432	0.975772
ENSMUSG00000063362	293.5486	0.01221551	0.0620884	0.4670685	0.9833475
ENSMUSG00000063364	32.87846	0.01336577	0.0689829	0.2771458	0.9418056
ENSMUSG00000063382	135.8187	-0.008856797	0.06851315	0.3819443	0.9751418
ENSMUSG00000063383	23.17447	-0.01537085	0.07149432	0.147571	0.8817938
ENSMUSG00000063388	0.08291766	-0.0005016489	0.07667849	0.7065635	NA
ENSMUSG00000063406	177.3264	-0.01626027	0.06302097	0.3617233	0.9687761
ENSMUSG00000063409	1.51863	-0.001422607	0.07063153	0.5820868	NA
ENSMUSG00000063410	225.5857	0.007112372	0.05196691	0.6929521	0.9945077
